,index_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Sample Type III_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,index_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Sample Type III_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
800,,,,12/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-20 16:05:00,5302.0,,,16:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,20.07 mm rainfall,,,,,-52.2,,-9.4,,,,,,,,,,0.0,2012-12-20 16:05:00,0 days 00:00:00.000000000,2012-12-20 16:05:00,-52.2,-9.4,8580.653400000343,822.2742000000031,822.2742000000031,2013.0,2013.0,32.41039999999339,-50.10980528276247,-8.112168980697536
627,5519.0,,,12/21/12,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-55.23,,-9.86,,,,,,,,,,0.0,2012-12-21 10:30:00,5303.0,,,10:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,65.53 mm rainfall,,,,,-50.68,,-9.35,,,,,,,,,,0.0,2012-12-21 10:10:00,0 days 00:10:00.000000000,2012-12-21 10:40:00,-52.955,-9.605,8654.973800000342,896.5946000000027,896.5946000000027,2013.0,2013.0,74.3203999999987,-50.344916123018805,-8.235528114321157
628,5520.0,,,12/22/12,10:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-39.55,,-8.01,,,,,,,,,,0.0,2012-12-22 10:10:00,5304.0,,,9:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,23.62 mm rainfall,,,,,-36.13,,-7.71,,,,,,,,,,0.0,2012-12-22 09:50:00,0 days 00:10:00.000000000,2012-12-22 10:20:00,-37.84,-7.859999999999999,8687.38420000034,929.0050000000032,929.0050000000032,2013.0,2013.0,32.410399999998845,-49.90996251873992,-8.222466266866508
629,5521.0,,,12/23/12,14:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-64.31,,-9.92,,,,,,,,,,0.0,2012-12-23 14:15:00,5305.0,,,13:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,56.64 mm rainfall,,,,,-60.19,,-9.66,,,,,,,,,,0.0,2012-12-23 13:50:00,0 days 00:12:30.000000000,2012-12-23 14:27:30,-62.25,-9.79,8745.778800000342,987.3996000000034,987.3996000000034,2013.0,2013.0,58.39460000000145,-50.63769046275328,-8.314908295711005
630,5522.0,,,12/25/12,9:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-54.94,,-8.76,,,,,,,,,,0.0,2012-12-25 09:35:00,5306.0,,,9:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,5.08 mm rainfall,,,,,-52.42,,-8.45,,,,,,,,,,0.0,2012-12-25 09:55:00,-1 days +23:50:00.000000000,2012-12-25 09:25:00,-53.68,-8.605,8751.92560000034,993.5464000000036,993.5464000000036,2013.0,2013.0,6.1467999999986205,-50.656459618619635,-8.316697980930961
631,5523.0,,,12/26/12,9:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-56.48,,-8.91,,,,,,,,,,0.0,2012-12-26 09:35:00,5307.0,,,9:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,45.21 mm rainfall,,,,,-51.84,,-8.54,,,,,,,,,,0.0,2012-12-26 09:55:00,-1 days +23:50:00.000000000,2012-12-26 09:25:00,-54.16,-8.725,8795.791400000344,1037.4122000000038,1037.4122000000038,2013.0,2013.0,43.86580000000322,-50.80420494225023,-8.33391619661558
632,5524.0,,,12/29/12,10:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-70.68,,-10.32,,,,,,,,,,0.0,2012-12-29 10:00:00,5308.0,,,10:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,2.79 mm rainfall,,,,,-70.19,,-10.36,,,,,,,,,,0.0,2012-12-29 10:15:00,-1 days +23:52:30.000000000,2012-12-29 09:52:30,-70.435,-10.34,8801.37940000034,1043.0002000000027,1043.0002000000027,2013.0,2013.0,5.5879999999961,-50.90909831685742,-8.344635319262563
801,,,,1/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-12 12:00:00,5309.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,4.83 mm rainfall,,,,,-53.8,,-8.26,,,,,,,,,,0.0,2013-01-12 12:00:00,0 days 00:00:00.000000000,2013-01-12 12:00:00,-53.8,-8.26,8813.393600000334,1055.0144000000005,1055.0144000000005,2013.0,2013.0,12.014199999994162,-50.94193211832997,-8.343674062334859
802,,,,1/25/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-25 11:50:00,5310.0,,,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,13.97 mm rainfall,,,,,-124.5,,-15.36,,,,,,,,,,0.0,2013-01-25 11:50:00,0 days 00:00:00.000000000,2013-01-25 11:50:00,-124.5,-15.36,8834.62800000032,1076.2487999999964,1076.2487999999964,2013.0,2013.0,21.234399999986636,-52.389475660278016,-8.481747799067696
803,,,,2/10/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-10 12:55:00,5311.0,,,12:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,11.94 mm rainfall,,,,,-39.2,,-6.81,,,,,,,,,,0.0,2013-02-10 12:55:00,0 days 00:00:00.000000000,2013-02-10 12:55:00,-39.2,-6.81,8856.141800000316,1097.7625999999948,1097.7625999999948,2013.0,2013.0,21.51379999999517,-52.13164635694185,-8.449068291444394
633,5525.0,,,2/12/13,12:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-46.04,,-7.52,,,,,,,,,,0.0,2013-02-12 12:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12 12:35:00,0 days 00:00:00.000000000,2013-02-12 12:35:00,-46.04,-7.52,8856.421200000315,1098.0419999999947,1098.0419999999947,2013.0,2013.0,0.2793999999994412,-52.13010025380557,-8.44883248730951
634,5526.0,,,3/6/13,11:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-70.54,,-10.22,,,,,,,,,,0.0,2013-03-06 11:45:00,5312.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,28.19 mm rainfall,,,,,-63.7,,-9.44,,,,,,,,,,0.0,2013-03-06 11:30:00,0 days 00:07:30.000000000,2013-03-06 11:52:30,-67.12,-9.83,8972.93100000031,1214.5517999999904,1214.5517999999904,2013.0,2013.0,116.50979999999436,-53.56475441817619,-8.581021344962002
635,5527.0,,,3/21/13,13:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-59.02,,-8.48,,,,,,,,,,0.0,2013-03-21 13:15:00,5313.0,,,13:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,40.13 mm rainfall,,,,,-59.6,,-8.58,,,,,,,,,,0.0,2013-03-21 13:05:00,0 days 00:05:00.000000000,2013-03-21 13:20:00,-59.31,-8.530000000000001,9039.148800000306,1280.7695999999883,1280.7695999999883,2013.0,2013.0,66.21779999999671,-53.86114606007696,-8.578389203308543
636,5528.0,,,4/27/13,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-65.51,,-8.95,,,,,,,,,,0.0,2013-04-27 11:30:00,5314.0,,,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,7.62 mm rainfall,,,,,-70.4,,-9.73,,,,,,,,,,0.0,2013-04-27 11:00:00,0 days 00:15:00.000000000,2013-04-27 11:45:00,-67.95500000000001,-9.34,9142.806200000272,1384.4269999999772,1384.4269999999772,2013.0,2013.0,103.65739999996549,-54.9142819738151,-8.635299093655458
637,5529.0,,,6/1/13,11:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-38.69,,-5.5,,,,,,,,,,0.0,2013-06-01 11:35:00,5315.0,,,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,0.76 mm rainfall,,,,,-42.5,,-6.18,,,,,,,,,,0.0,2013-06-01 11:15:00,0 days 00:10:00.000000000,2013-06-01 11:45:00,-40.595,-5.84,9167.39340000025,1409.0141999999717,1409.0141999999717,2013.0,2013.0,24.58719999997811,-54.66490599643638,-8.586617850781627
638,5530.0,,,6/27/13,9:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-35.69,,-4.99,,,,,,,,,,0.0,2013-06-27 09:30:00,5316.0,,,9:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,25.91 mm rainfall,,,,,-34.0,,-5.0,,,,,,,,,,0.0,2013-06-27 09:20:00,0 days 00:05:00.000000000,2013-06-27 09:35:00,-34.845,-4.995,9222.155800000231,1463.776599999964,1463.776599999964,2013.0,2013.0,54.762399999981426,-53.92482187083143,-8.452505239093115
639,5531.0,,,9/22/13,12:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-29.98,,-5.58,,,,,,,,,,0.0,2013-09-22 12:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-22 12:40:00,0 days 00:00:00.000000000,2013-09-22 12:40:00,-29.98,-5.58,9245.625400000226,1487.2461999999623,22.9108,2013.0,2014.0,23.469599999994898,-29.98,-5.58
640,5532.0,,,9/29/13,12:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-14.0,,-3.18,,,,,,,,,,0.0,2013-09-29 12:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-29 12:05:00,0 days 00:00:00.000000000,2013-09-29 12:05:00,-14.0,-3.18,9301.505400000235,1543.1261999999608,78.79080000000002,2013.0,2014.0,55.880000000008295,-18.726478873238218,-3.8898591549293955
641,5533.0,,,9/30/13,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-14.5,,-3.28,,,,,,,,,,0.0,2013-09-30 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-30 11:30:00,0 days 00:00:00.000000000,2013-09-30 11:30:00,-14.5,-3.28,9350.12100000023,1591.7417999999577,127.40639999999996,2013.0,2014.0,48.61559999999554,-17.12078602620025,-3.658165938864535
642,5534.0,,,11/19/13,13:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-49.8,,-7.86,,,,,,,,,,0.0,2013-11-19 13:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-19 13:45:00,0 days 00:00:00.000000000,2013-11-19 13:45:00,-49.8,-7.86,9394.266200000238,44.14520000000002,171.55159999999995,2014.0,2014.0,44.14520000000812,-25.502792207792947,-4.7359090909091766
643,5535.0,,,11/20/13,8:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-40.6,,-6.59,,,,,,,,,,0.0,2013-11-20 08:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-20 08:45:00,0 days 00:00:00.000000000,2013-11-20 08:45:00,-40.6,-6.59,9420.52980000024,70.40879999999999,197.8152,2014.0,2014.0,26.263600000002043,-27.501577464789438,-4.981380281690223
644,5536.0,,,2/6/14,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-43.8,,-6.89,,,,,,,,,,0.0,2014-02-06 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-06 12:00:00,0 days 00:00:00.000000000,2014-02-06 12:00:00,-43.8,-6.89,9511.893600000196,161.7725999999999,289.17900000000105,2014.0,2014.0,91.36379999995552,-32.64100289295908,-5.583230472516713
645,5537.0,,,2/7/14,9:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-64.5,,-9.29,,,,,,,,,,0.0,2014-02-07 09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-07 09:15:00,0 days 00:00:00.000000000,2014-02-07 09:15:00,-64.5,-9.29,9531.731000000187,181.6100000000001,309.0164000000012,2014.0,2014.0,19.83739999999125,-34.68250902526886,-5.8207581227434595
646,5538.0,,,2/8/14,15:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-69.2,,-9.43,,,,,,,,,,0.0,2014-02-08 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-08 15:30:00,0 days 00:00:00.000000000,2014-02-08 15:30:00,-69.2,-9.43,9648.240800000198,298.1198000000001,425.52620000000076,2014.0,2014.0,116.50980000001073,-44.1210622950822,-6.807678688524597
647,5539.0,,,2/9/14,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-81.5,,-10.77,,,,,,,,,,0.0,2014-02-09 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-09 12:30:00,0 days 00:00:00.000000000,2014-02-09 12:30:00,-81.5,-10.77,9683.4452000002,333.3242000000001,460.7306000000007,2014.0,2014.0,35.20440000000235,-46.97372501514293,-7.110072683222336
648,5540.0,,,2/11/14,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-54.4,,-7.79,,,,,,,,,,0.0,2014-02-11 11:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-11 11:40:00,0 days 00:00:00.000000000,2014-02-11 11:40:00,-54.4,-7.79,9731.5020000002,381.3810000000002,508.78740000000084,2014.0,2014.0,48.056800000000294,-47.67439385628145,-7.17422380691173
649,5541.0,,,2/14/14,12:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-23.9,,-3.78,,,,,,,,,,0.0,2014-02-14 12:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-14 12:15:00,0 days 00:00:00.000000000,2014-02-14 12:15:00,-23.9,-3.78,9759.721400000179,409.6004000000009,537.0068000000018,2014.0,2014.0,28.219399999978123,-46.42636174636315,-6.996044698544862
650,5542.0,,,2/15/14,15:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-18.0,,-3.77,,,,,,,,,,0.0,2014-02-15 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-15 15:00:00,0 days 00:00:00.000000000,2014-02-15 15:00:00,-18.0,-3.77,9780.117600000165,429.9966000000013,557.4030000000022,2014.0,2014.0,20.396199999986493,-45.387240861293854,-6.878117175763867
651,5543.0,,,2/17/14,11:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-27.8,,-5.05,,,,,,,,,,0.0,2014-02-17 11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-17 11:15:00,0 days 00:00:00.000000000,2014-02-17 11:15:00,-27.8,-5.05,9813.925000000163,463.8040000000012,591.2104000000023,2014.0,2014.0,33.80739999999787,-44.38249291784878,-6.773677998111629
753,,,,10/21/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-21 12:00:00,25.0,26.0,Rain W7 102114,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,423,-19.2,595,-4.76,3,,,,,,,,,0.0,2014-10-21 12:00:00,0 days 00:00:00.000000000,2014-10-21 12:00:00,-19.2,-4.76,10532.54180000006,52.24780000000001,107.28960000000004,2015.0,2015.0,718.6167999998979,-19.2,-4.76
5,335.0,336.0,A263-1,9/18/15,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-26.0,639,-5.13,3,,,,,,,,,0.0,2015-09-18 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-18 12:00:00,0 days 00:00:00.000000000,2015-09-18 12:00:00,-26.0,-5.13,12023.978999999921,1543.684999999989,42.18940000000001,2015.0,2016.0,1491.4371999998602,-26.0,-5.13
12,513.0,514.0,A264-1,10/18/15,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-30.5,643,-3.93,2,,,,,,,,,0.0,2015-10-18 11:30:00,514.0,515.0,C264-1,14:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-18.0,643,-2.58,2,,,,,,,,,0.0,2015-10-18 14:00:00,-1 days +22:45:00.000000000,2015-10-18 10:15:00,-24.25,-3.255,12029.287599999916,5.308599999999999,47.49800000000004,2016.0,2016.0,5.30859999999484,-25.993793167817817,-5.123349822661943
1,330.0,331.0,A265-1,11/6/15,10:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-44.8,639,-6.99,3,,,,,,,,,0.0,2015-11-06 10:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-06 10:35:00,0 days 00:00:00.000000000,2015-11-06 10:35:00,-44.8,-6.99,12053.595399999906,29.616400000000013,71.80580000000008,2016.0,2016.0,24.307799999989584,-26.294333210874264,-5.153180565760467
0,329.0,330.0,A266-1,11/9/15,15:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-47.6,639,-8.73,3,,,,,,,,,0.0,2015-11-09 15:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-09 15:05:00,0 days 00:00:00.000000000,2015-11-09 15:05:00,-47.6,-8.73,12099.416999999905,75.43800000000003,117.62740000000004,2016.0,2016.0,45.82159999999931,-26.917394793152603,-5.257780848787452
2,331.0,332.0,A267-1,11/15/15,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-71.5,639,-11.37,3,,,,,,,,,0.0,2015-11-15 11:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-15 11:05:00,0 days 00:00:00.000000000,2015-11-15 11:05:00,-71.5,-11.37,12132.10679999991,108.12780000000005,150.3172,2016.0,2016.0,32.68980000000556,-27.828515283843,-5.382694323144143
13,515.0,516.0,A268-1,11/24/15,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-38.4,643,-7.57,2,,,,,,,,,0.0,2015-11-24 12:00:00,516.0,517.0,C268-1,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-35.2,643,-7.02,2,,,,,,,,,0.0,2015-11-24 11:45:00,0 days 00:07:30.000000000,2015-11-24 12:07:30,-36.8,-7.295,12153.620599999898,129.6416,171.83100000000022,2016.0,2016.0,21.513799999987896,-27.9475784212342,-5.408073078248906
14,517.0,518.0,A269-1,11/25/15,10:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-55.1,643,-9.85,2,,,,,,,,,0.0,2015-11-25 10:50:00,518.0,519.0,C269-1,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-51.1,643,-9.19,2,,,,,,,,,0.0,2015-11-25 12:00:00,-1 days +23:25:00.000000000,2015-11-25 10:15:00,-53.1,-9.52,12159.767399999899,135.78840000000002,177.97780000000023,2016.0,2016.0,6.1468000000004395,-28.042591002747415,-5.423605769230798
15,519.0,520.0,A270-1,12/3/15,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-37.1,643,-6.42,2,,,,,,,,,0.0,2015-12-03 10:30:00,520.0,521.0,C270-1,10:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-33.0,643,-6.28,2,,,,,,,,,0.0,2015-12-03 10:40:00,-1 days +23:55:00.000000000,2015-12-03 10:25:00,-35.05,-6.35,12201.677399999899,177.69840000000013,219.88780000000034,2016.0,2016.0,41.909999999999854,-28.218538667559603,-5.446866421158382
16,521.0,522.0,A271-1,12/4/15,8:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-57.8,643,-9.94,2,,,,,,,,,0.0,2015-12-04 08:30:00,522.0,523.0,"C271-1,2,3",8:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-53.9,643,-9.61,2,,,,,,,,,0.0,2015-12-04 08:20:00,0 days 00:05:00.000000000,2015-12-04 08:35:00,-55.849999999999994,-9.774999999999999,12242.749199999902,218.77020000000016,260.9596000000003,2016.0,2016.0,41.07180000000335,-28.882127103414764,-5.550809508250332
17,523.0,524.0,A272-1,12/10/15,10:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-22.2,643,-4.93,2,,,,,,,,,0.0,2015-12-10 10:40:00,524.0,525.0,C272-1,10:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-21.7,643,-4.76,2,,,,,,,,,0.0,2015-12-10 10:50:00,-1 days +23:55:00.000000000,2015-12-10 10:35:00,-21.95,-4.845,12435.814599999872,411.8356000000008,454.0250000000009,2016.0,2016.0,193.0653999999704,-28.17894157369378,-5.479213153259001
18,525.0,526.0,A273-1,12/11/15,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-38.0,643,-8.16,2,,,,,,,,,0.0,2015-12-11 11:05:00,526.0,527.0,C273-1,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-28.7,643,-6.94,2,,,,,,,,,0.0,2015-12-11 11:15:00,-1 days +23:55:00.000000000,2015-12-11 11:00:00,-33.35,-7.550000000000001,12469.063199999871,445.08420000000064,487.2736000000007,2016.0,2016.0,33.24859999999899,-28.267724715048633,-5.51476698889054
19,527.0,528.0,A274-1,12/12/15,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-36.1,643,-6.36,2,,,,,,,,,0.0,2015-12-12 11:40:00,528.0,529.0,C274-1,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-33.6,643,-6.5,2,,,,,,,,,0.0,2015-12-12 11:50:00,-1 days +23:55:00.000000000,2015-12-12 11:35:00,-34.85,-6.43,12471.01899999987,447.0400000000007,489.2294000000008,2016.0,2016.0,1.9557999999979074,-28.27436581147334,-5.515690400691888
20,529.0,530.0,A275-1,12/17/15,15:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-28.4,643,-5.99,2,,,,,,,,,0.0,2015-12-17 15:40:00,530.0,531.0,C275-1,15:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-27.4,643,-5.85,2,,,,,,,,,0.0,2015-12-17 15:50:00,-1 days +23:55:00.000000000,2015-12-17 15:35:00,-27.9,-5.92,12560.426999999847,536.4480000000018,578.6374000000021,2016.0,2016.0,89.40799999997762,-28.257860292091767,-5.533516120143331
21,531.0,532.0,A276-1,12/18/15,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-42.0,643,-7.56,2,,,,,,,,,0.0,2015-12-18 12:00:00,532.0,533.0,C276-1,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,475,-35.0,643,-6.77,2,,,,,,,,,0.0,2015-12-18 12:10:00,-1 days +23:55:00.000000000,2015-12-18 11:55:00,-38.5,-7.164999999999999,12603.733999999848,579.7550000000028,621.9444000000032,2016.0,2016.0,43.3070000000007,-28.472015378389617,-5.5676291649804845
10,340.0,341.0,A277-1,12/19/15,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-42.6,639,-7.94,3,,,,,,,,,0.0,2015-12-19 12:10:00,343.0,344.0,C277-1,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,,,,,,472,-39.8,639,-7.63,3,,,,,,,,,0.0,2015-12-19 12:20:00,-1 days +23:55:00.000000000,2015-12-19 12:05:00,-41.2,-7.785,12617.703999999847,593.7250000000032,635.9144000000035,2016.0,2016.0,13.969999999999345,-28.557289293849966,-5.582484925633169
