,index_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Sample Type III_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,index_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Sample Type III_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
519,5415.0,,,11/7/10,13:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-84.61,,-11.49,,,,,,,,,,0.0,2010-11-07 13:05:00,5197.0,,,13:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,55.37 mm rainfall,,,,,-84.25,,-11.58,,,,,,,,,,0.0,2010-11-07 13:30:00,-1 days +23:47:30.000000000,2010-11-07 12:52:30,-84.43,-11.535,4149.369399999773,405.1299999999998,428.04079999999976,2011.0,2011.0,61.18859999999904,-49.254158620689566,-7.360596551724115
520,5416.0,,,11/10/10,13:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-21.74,,-4.67,,,,,,,,,,0.0,2010-11-10 13:30:00,5198.0,,,13:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,16.26 mm rainfall,,,,,-22.17,,-4.84,,,,,,,,,,0.0,2010-11-10 13:05:00,0 days 00:12:30.000000000,2010-11-10 13:42:30,-21.955,-4.755,4168.36859999978,424.1291999999999,447.03999999999985,2011.0,2011.0,18.999200000006567,-48.03127140974914,-7.243876811594139
521,5417.0,,,11/23/10,15:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-48.27,,-8.63,,,,,,,,,,0.0,2010-11-23 15:40:00,5199.0,,,15:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,78.99 mm rainfall,,,,,-51.36,,-9.19,,,,,,,,,,0.0,2010-11-23 15:20:00,0 days 00:10:00.000000000,2010-11-23 15:50:00,-49.815,-8.91,4259.7323999998325,515.4930000000021,538.4038000000023,2011.0,2011.0,91.36380000005283,-48.34741192411895,-7.53917344173451
522,5418.0,,,11/27/10,10:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-63.49,,-9.6,,,,,,,,,,0.0,2010-11-27 10:45:00,5200.0,,,11:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,27.12 mm rainfall,,,,,-59.91,,-9.28,,,,,,,,,,0.0,2010-11-27 11:50:00,-1 days +23:27:30.000000000,2010-11-27 10:12:30,-61.7,-9.44,4286.8341999998465,542.5948000000029,565.5056000000034,2011.0,2011.0,27.10180000001401,-49.014353759011335,-7.634116889804452
523,5419.0,,,12/1/10,12:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-27.66,,-5.79,,,,,,,,,,0.0,2010-12-01 12:55:00,5201.0,,,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,10.67 mm rainfall,,,,,-23.05,,-5.22,,,,,,,,,,0.0,2010-12-01 12:30:00,0 days 00:12:30.000000000,2010-12-01 13:07:30,-25.355,-5.505,4302.759999999864,558.5206000000037,581.4314000000039,2011.0,2011.0,15.925800000017261,-48.33972486243058,-7.573406703351741
736,,,,12/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-02 12:35:00,5202.0,,,12:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,22.86 mm rainfall,,,,,-16.8,,-4.22,,,,,,,,,,0.0,2010-12-02 12:35:00,0 days 00:00:00.000000000,2010-12-02 12:35:00,-16.8,-4.22,4326.2295999998905,581.9902000000044,604.9010000000047,2011.0,2011.0,23.46960000002673,-47.06783965434286,-7.4381757081132305
524,5420.0,,,12/3/10,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-33.5,,-6.02,,,,,,,,,,0.0,2010-12-03 12:10:00,5203.0,,,12:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,11.18 mm rainfall,,,,,-29.04,,-5.59,,,,,,,,,,0.0,2010-12-03 12:35:00,-1 days +23:47:30.000000000,2010-12-03 11:57:30,-31.27,-5.805,4338.523199999904,594.2838000000047,617.1946000000053,2011.0,2011.0,12.293600000013612,-46.74103902209475,-7.404391161259894
525,5421.0,,,12/6/10,13:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-54.89,,-8.64,,,,,,,,,,0.0,2010-12-06 13:05:00,5204.0,,,13:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,35.81 mm rainfall,,,,,-54.83,,-8.78,,,,,,,,,,0.0,2010-12-06 13:30:00,-1 days +23:47:30.000000000,2010-12-06 12:52:30,-54.86,-8.71,4377.91859999993,633.6792000000063,656.5900000000065,2011.0,2011.0,39.3954000000258,-47.24578924162083,-7.485559964726576
526,5422.0,,,12/8/10,11:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-16.14,,-4.03,,,,,,,,,,0.0,2010-12-08 11:35:00,5205.0,,,11:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,18.8 mm rainfall,,,,,-13.7,,-3.87,,,,,,,,,,0.0,2010-12-08 11:10:00,0 days 00:12:30.000000000,2010-12-08 11:47:30,-14.92,-3.95,4398.594199999942,654.3548000000069,677.2656000000072,2011.0,2011.0,20.67560000001231,-46.22439368061279,-7.373847139197173
527,5423.0,,,12/10/10,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-20.04,,-4.38,,,,,,,,,,0.0,2010-12-10 11:40:00,5206.0,,,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,22.86 mm rainfall,,,,,-20.39,,-4.49,,,,,,,,,,0.0,2010-12-10 11:15:00,0 days 00:12:30.000000000,2010-12-10 11:52:30,-20.215,-4.4350000000000005,4423.740199999967,679.5008000000078,702.4116000000081,2011.0,2011.0,25.146000000025197,-45.261874999997296,-7.265090460526145
528,5424.0,,,12/11/10,11:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-41.34,,-6.52,,,,,,,,,,0.0,2010-12-11 11:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-11 11:25:00,0 days 00:00:00.000000000,2010-12-11 11:25:00,-41.34,-6.52,4425.69599999997,681.4566000000078,704.3674000000083,2011.0,2011.0,1.955800000002455,-45.25061910618835,-7.2629520295201235
737,,,,12/14/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-14 11:40:00,5207.0,,,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,62.23 mm rainfall,,,,,-34.85,,-5.8,,,,,,,,,,0.0,2010-12-14 11:40:00,0 days 00:00:00.000000000,2010-12-14 11:40:00,-34.85,-5.8,4495.2665999999845,751.0272000000098,773.9380000000101,2011.0,2011.0,69.57060000001457,-44.287168898807124,-7.1274330357141364
529,5425.0,,,1/14/11,12:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-47.83,,-7.11,,,,,,,,,,0.0,2011-01-14 12:35:00,5208.0,,,12:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,44.96 mm rainfall,,,,,-43.61,,-6.83,,,,,,,,,,0.0,2011-01-14 12:05:00,0 days 00:15:00.000000000,2011-01-14 12:50:00,-45.72,-6.970000000000001,4889.77940000015,1145.5400000000016,1168.4508000000005,2011.0,2011.0,394.51280000016595,-44.780621951217995,-7.073214634146238
530,5426.0,,,1/30/11,12:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-54.36,,-8.42,,,,,,,,,,0.0,2011-01-30 12:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-30 12:40:00,0 days 00:00:00.000000000,2011-01-30 12:40:00,-54.36,-8.42,4931.689400000161,1187.4499999999964,1210.3607999999956,2011.0,2011.0,41.91000000001077,-45.11871764705734,-7.120748235294015
532,5428.0,,,2/15/11,11:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-46.7,,-7.06,,,,,,,,,,0.0,2011-02-15 11:00:00,5978.0,,Jasper Oshun_C201102151030,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,Simonin sample 10,,,,,,,,,,Oshun or Simonin,,,,,,-44.34,,-6.97,,,,,,,,,,0.0,2011-02-15 10:30:00,0 days 00:15:00.000000000,2011-02-15 11:15:00,-45.52,-7.015,5045.405200000185,1301.1657999999848,1324.0765999999835,2011.0,2011.0,113.71580000002359,-45.153787846251596,-7.111506334550047
534,5429.0,,,2/16/11,13:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-36.73,,-7.3,,,,,,,,,,0.0,2011-02-16 13:30:00,5209.0,,,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,62.23 mm rainfall,,,,,-31.23,,-6.33,,,,,,,,,,0.0,2011-02-16 13:00:00,0 days 00:15:00.000000000,2011-02-16 13:45:00,-33.98,-6.8149999999999995,5114.975800000221,1370.7363999999714,1393.6471999999703,2011.0,2011.0,69.57060000003639,-44.58667142274626,-7.096457399103048
652,5976.0,,Jasper Oshun_A201102171045,2/17/11,10:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,Simonin sample 14,,,,,,,,,,Oshun or Simonin,,,,,,-51.29,,-9.58,,,,,,,,,,0.0,2011-02-17 10:45:00,5210.0,,,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,19.3 mm rainfall,,,,,-45.22,,-8.69,,,,,,,,,,0.0,2011-02-17 11:15:00,-1 days +23:45:00.000000000,2011-02-17 10:30:00,-48.254999999999995,-9.135,5132.85740000024,1388.6179999999658,1411.5287999999646,2011.0,2011.0,17.881600000018807,-44.63390945673909,-7.122708249496911
654,5977.0,,Jasper Oshun_A201108181320,2/18/11,13:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,Simonin sample 7,,,,,,,,,,Oshun or Simonin,,,,,,-75.89,,-11.8,,,,,,,,,,0.0,2011-02-18 13:20:00,5211.0,,,13:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,15.24 mm rainfall,,,,,-73.35,,-11.82,,,,,,,,,,0.0,2011-02-18 13:50:00,-1 days +23:45:00.000000000,2011-02-18 13:05:00,-74.62,-11.81,5151.577200000255,1407.337799999961,1430.2485999999594,2011.0,2011.0,18.71980000001531,-45.03277149096571,-7.185056581298353
538,5430.0,,,2/27/11,13:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-80.43,,-12.66,,,,,,,,,,0.0,2011-02-27 13:30:00,5212.0,,,13:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,28.96 mm rainfall,,,,,-58.34,,-9.7,,,,,,,,,,0.0,2011-02-27 13:50:00,-1 days +23:50:00.000000000,2011-02-27 13:20:00,-69.385,-11.18,5183.4288000002725,1439.1893999999547,1462.1001999999537,2011.0,2011.0,31.851600000017243,-45.571725878469195,-7.273471170646458
539,5431.0,,,3/1/11,3:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-34.86,,-6.52,,,,,,,,,,0.0,2011-03-01 03:35:00,5213.0,,,16:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,5.59 mm rainfall,,,,,-35.19,,-6.43,,,,,,,,,,0.0,2011-03-01 16:00:00,-1 days +17:47:30.000000000,2011-02-28 21:22:30,-35.025,-6.475,5189.29620000028,1445.0567999999523,1467.967599999951,2011.0,2011.0,5.867400000007365,-45.52890274555194,-7.270229118329443
540,5432.0,,,3/2/11,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-51.2,,-7.95,,,,,,,,,,0.0,2011-03-02 13:00:00,5214.0,,,13:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,29.21 mm rainfall,,,,,-42.92,,-7.02,,,,,,,,,,0.0,2011-03-02 13:25:00,-1 days +23:47:30.000000000,2011-03-02 12:47:30,-47.06,-7.484999999999999,5220.309600000302,1476.0701999999449,1498.9809999999436,2011.0,2011.0,31.013400000022557,-45.561072307400096,-7.274741624077207
541,5433.0,,,3/5/11,12:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-24.38,,-4.64,,,,,,,,,,0.0,2011-03-05 12:40:00,5215.0,,,13:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,32 mm rainfall,,,,,-23.93,,-4.83,,,,,,,,,,0.0,2011-03-05 13:05:00,-1 days +23:47:30.000000000,2011-03-05 12:27:30,-24.155,-4.734999999999999,5229.52980000031,1485.2903999999426,1508.201199999941,2011.0,2011.0,9.220200000007935,-45.42819036869721,-7.258975733634283
542,5434.0,,,3/6/11,10:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-51.09,,-7.75,,,,,,,,,,0.0,2011-03-06 10:50:00,5216.0,,,11:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,31.75 mm rainfall,,,,,-45.57,,-6.85,,,,,,,,,,0.0,2011-03-06 11:15:00,-1 days +23:47:30.000000000,2011-03-06 10:37:30,-48.33,-7.3,5265.851800000345,1521.612399999932,1544.5231999999307,2011.0,2011.0,36.32200000003468,-45.4974586852726,-7.259955012853443
543,5435.0,,,3/8/11,11:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-38.67,,-5.71,,,,,,,,,,0.0,2011-03-08 11:15:00,5217.0,,,12:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,10.67 mm rainfall,,,,,-42.14,,-6.41,,,,,,,,,,0.0,2011-03-08 12:45:00,-1 days +23:15:00.000000000,2011-03-08 10:30:00,-40.405,-6.0600000000000005,5277.3072000003585,1533.0677999999273,1555.9785999999265,2011.0,2011.0,11.45540000001347,-45.45940677965999,-7.250988700564937
544,5436.0,,,3/10/11,13:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-17.98,,-3.82,,,,,,,,,,0.0,2011-03-10 13:35:00,5218.0,,,10:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,29.21 mm rainfall,,,,,-21.66,,-4.82,,,,,,,,,,0.0,2011-03-10 10:55:00,0 days 01:20:00.000000000,2011-03-10 14:55:00,-19.82,-4.32,5311.394000000366,1567.154599999924,1590.0653999999229,2011.0,2011.0,34.086800000007315,-44.90173025494649,-7.187237475485802
545,5437.0,,,3/14/11,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-17.89,,-3.6,,,,,,,,,,0.0,2011-03-14 13:00:00,5219.0,,,13:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,34.54 mm rainfall,,,,,-15.78,,-3.53,,,,,,,,,,0.0,2011-03-14 13:25:00,-1 days +23:47:30.000000000,2011-03-14 12:47:30,-16.835,-3.565,5349.39240000038,1605.1529999999186,1628.0637999999174,2011.0,2011.0,37.998400000014044,-44.237313315926,-7.101489120974737
546,5438.0,,,3/15/11,17:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-33.96,,-5.3,,,,,,,,,,0.0,2011-03-15 17:10:00,5220.0,,,17:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,52.07 mm rainfall,,,,,-25.92,,-4.48,,,,,,,,,,0.0,2011-03-15 17:30:00,-1 days +23:50:00.000000000,2011-03-15 17:00:00,-29.94,-4.890000000000001,5406.6694000003945,1662.4299999999114,1685.34079999991,2011.0,2011.0,57.277000000014596,-43.74471680672188,-7.025294957983178
547,5439.0,,,3/16/11,12:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-35.92,,-5.67,,,,,,,,,,0.0,2011-03-16 12:15:00,5221.0,,,11:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,31.75 mm rainfall,,,,,-44.77,,-8.16,,,,,,,,,,0.0,2011-03-16 11:40:00,0 days 00:17:30.000000000,2011-03-16 12:32:30,-40.345,-6.915,5439.918000000407,1695.6785999999065,1718.589399999905,2011.0,2011.0,33.24860000001263,-43.67805569286459,-7.023132311748214
738,,,,3/18/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-18 12:00:00,5222.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,59.94 mm rainfall,,,,,-65.19,,-9.99,,,,,,,,,,0.0,2011-03-18 12:00:00,0 days 00:00:00.000000000,2011-03-18 12:00:00,-65.19,-9.99,5507.8122000004305,1763.572799999897,1786.4835999998957,2011.0,2011.0,67.89420000002337,-44.50622465145676,-7.1373510773130375
548,5440.0,,,3/19/11,11:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-47.32,,-8.6,,,,,,,,,,0.0,2011-03-19 11:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-19 11:20:00,0 days 00:00:00.000000000,2011-03-19 11:20:00,-47.32,-8.6,5532.678800000451,1788.4393999998904,1811.3501999998891,2011.0,2011.0,24.8666000000203,-44.54534760193645,-7.157687861271669
549,5441.0,,,3/20/11,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-99.43,,-13.92,,,,,,,,,,0.0,2011-03-20 10:30:00,5223.0,,,10:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,122.17 mm rainfall,,,,,-87.38,,-12.66,,,,,,,,,,0.0,2011-03-20 10:45:00,-1 days +23:52:30.000000000,2011-03-20 10:22:30,-93.405,-13.29,5575.147600000486,1830.9081999998791,1853.8189999998776,2011.0,2011.0,42.46880000003512,-45.678670837784,-7.299929803143654
550,5442.0,,,3/23/11,14:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-85.94,,-12.02,,,,,,,,,,0.0,2011-03-23 14:15:00,5224.0,,,14:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,44.7 mm rainfall,,,,,-89.59,,-12.58,,,,,,,,,,0.0,2011-03-23 14:45:00,-1 days +23:45:00.000000000,2011-03-23 14:00:00,-87.765,-12.3,5625.439600000519,1881.200199999868,1904.1109999998666,2011.0,2011.0,50.29200000003311,-46.803806624090385,-7.433601663448776
551,5443.0,,,3/24/11,12:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-85.31,,-12.21,,,,,,,,,,0.0,2011-03-24 12:05:00,5225.0,,,13:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,64.52 mm rainfall,,,,,-80.32,,-11.59,,,,,,,,,,0.0,2011-03-24 13:20:00,-1 days +23:22:30.000000000,2011-03-24 11:27:30,-82.815,-11.9,5691.098600000533,1946.8591999998605,1969.7699999998592,2011.0,2011.0,65.6590000000142,-48.01830582663593,-7.584233639494896
552,5444.0,,,3/26/11,11:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-60.03,,-8.98,,,,,,,,,,0.0,2011-03-26 11:35:00,5226.0,,,12:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,90.17 mm rainfall,,,,,-61.47,,-9.8,,,,,,,,,,0.0,2011-03-26 12:55:00,-1 days +23:20:00.000000000,2011-03-26 10:55:00,-60.75,-9.39,5795.31480000059,2051.0753999998396,2073.986199999837,2011.0,2011.0,104.21620000005714,-48.66520978068382,-7.675985560550408
554,5446.0,,,3/27/11,10:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-21.8,,-4.32,,,,,,,,,,0.0,2011-03-27 10:40:00,5227.0,,,11:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,7.62 mm rainfall,,,,,-21.74,,-4.46,,,,,,,,,,0.0,2011-03-27 11:10:00,-1 days +23:45:00.000000000,2011-03-27 10:25:00,-21.77,-4.390000000000001,5805.373200000603,2061.1337999998364,2084.0445999998333,2011.0,2011.0,10.058400000012625,-48.53396028195731,-7.659949844110132
555,5447.0,,,4/8/11,13:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-23.69,,-4.5,,,,,,,,,,0.0,2011-04-08 13:50:00,5228.0,,,14:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,3.56 mm rainfall,,,,,-26.47,,-4.56,,,,,,,,,,0.0,2011-04-08 14:20:00,-1 days +23:45:00.000000000,2011-04-08 13:35:00,-25.08,-4.529999999999999,5821.019600000616,2076.780199999831,2099.690999999828,2011.0,2011.0,15.646400000013273,-48.35725884568794,-7.636368895466214
556,5448.0,,,4/12/11,13:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-42.76,,-7.61,,,,,,,,,,0.0,2011-04-12 13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-12 13:55:00,0 days 00:00:00.000000000,2011-04-12 13:55:00,-42.76,-7.61,5823.81360000062,2079.57419999983,2102.484999999827,2011.0,2011.0,2.794000000003507,-48.34973868063931,-7.63633346768781
739,,,,4/15/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-15 14:40:00,5229.0,,,14:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,22.86 mm rainfall,,,,,-29.77,,-4.8,,,,,,,,,,0.0,2011-04-15 14:40:00,0 days 00:00:00.000000000,2011-04-15 14:40:00,-29.77,-4.8,5846.165600000643,2101.926199999822,2124.836999999819,2011.0,2011.0,22.35200000002351,-48.15216070716436,-7.606171739997371
557,5449.0,,,4/18/11,12:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-57.11,,-7.9,,,,,,,,,,0.0,2011-04-18 12:45:00,5230.0,,,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,17.02 mm rainfall,,,,,-52.49,,-7.43,,,,,,,,,,0.0,2011-04-18 13:10:00,-1 days +23:47:30.000000000,2011-04-18 12:32:30,-54.8,-7.665,5864.885400000667,2120.645999999815,2143.556799999812,2011.0,2011.0,18.719800000023497,-48.2108438735175,-7.606691040843245
558,5450.0,,,4/25/11,13:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-25.65,,-3.9,,,,,,,,,,0.0,2011-04-25 13:45:00,5231.0,,,14:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,18.29 mm rainfall,,,,,-24.35,,-3.89,,,,,,,,,,0.0,2011-04-25 14:10:00,-1 days +23:47:30.000000000,2011-04-25 13:32:30,-25.0,-3.895,5895.3400000006895,2151.100599999806,2174.011399999803,2011.0,2011.0,30.454600000022765,-47.882232108065594,-7.5541420963761645
560,5452.0,,,5/15/11,12:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-90.61,,-13.37,,,,,,,,,,0.0,2011-05-15 12:40:00,5232.0,,,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,20.32 mm rainfall,,,,,-84.09,,-12.53,,,,,,,,,,0.0,2011-05-15 12:20:00,0 days 00:10:00.000000000,2011-05-15 12:50:00,-87.35,-12.95,5916.015600000712,2171.776199999799,2194.686999999796,2011.0,2011.0,20.675600000022314,-48.257970539045274,-7.605511385565464
